name,耗时,做法,口味,工艺,类型,label,id,难度,图片
荠菜海肠水饺,三刻钟,1:荠菜摘洗干净。2:沥干水。3:锅烧开水，放荠菜焯水。4:水开即可。5:捞出过冷水。6:放小许食盐。7:放清水。8:放面粉揉成面团。9:盖起来醒着。10:这是天不亮起来给少爷他爹包饺子剩的馅。11:取荠菜。12:取白菜帮。13:剁成末。14:浸泡的海肠。15:切海肠。16:所有食材放一起，放食用油、食盐、鸡精和生抽。17:拌匀。18:取面团。19:揪成小剂子。20:擀皮。21:包饺子。22:全部包好。23:把饺子汤煮开，清水煮开一样的。24:下饺子。25:煮熟。26:装盘。27:成品。汤汁很多很鲜美。,咸鲜,煮,主食,recipe,155,简单,https://i8.meishichina.com/attachment/recipe/2021/12/07/2021120716388395216429771806550.jpg?x-oss-process=style/p800
番茄酸汤肥牛,半小时,1:准备食材：肥牛卷，金针菇 ，番茄 番茄沙司，烧烤料。2:肥牛卷下锅烧水炒烫。3:洗去浮沫并沥干水分。4:西红柿洗净切丁。5:金针菇洗净后切去根部撒成小朵。6:起锅烧油。7:下入番茄丁翻炒。8:炒出红沙。9:加入番茄沙司。10:倒入热水煮开。11:加入食盐。12:加入烧烤料（最近，网上对烧烤料烹饪食物用之较多， 所以 ，我也效仿）。13:汤汁滚开后下入金针菇。14:下入肥牛卷。15:咕嘟一两分钟出锅。16:成品图。,酸甜,煮,热菜,recipe,156,高级,https://i8.meishichina.com/attachment/recipe/2021/12/07/20211207163883854324884710106890.jpg?x-oss-process=style/p800
和风味噌京葱吐司,数天,1:面团：高筋面粉350克，鲜酵母10克，牛奶50克，清水145克，味噌35克，奶粉12克，蛋黄2颗，糖粉20克，黄油20克，盐1捏。2:将面粉、牛奶，水，奶粉，蛋黄，糖粉混合。3:揉成均匀面团，放入冰箱冷藏24小时。4:取出，加入黄油、盐，味噌揉匀。5:再加入酵母，揉匀。6:放入面包机中，搅拌30分钟。7:揉至完全扩展。8:将面团等分12份，揉光滑放入发酵盒中进行第一次发酵，温度28，湿度75%，发1小时。9:装饰与馅料：大葱2根，马苏里拉芝士碎50克。10:发酵的时候顺便切葱。11:面团长大至两倍。12:擀开，翻面。13:两边向中间折叠。14:撒上葱花。15:卷起。16:竖着放入吐司盒进行最终发酵，温度33，湿度80%，发一个小时左右。17:发酵至10分满，撒芝士碎，葱花。18:烤箱预热，放入面包，中下层，上下火180度，烘烤34分钟左右。19:出炉，震出热气脱模，晾凉。,葱香,烘焙,烘焙,recipe,157,简单,https://i8.meishichina.com/attachment/recipe/2021/12/07/20211207163883761256179234360.jpg?x-oss-process=style/p800
辣白菜肥牛炒年糕,廿分钟,1:用了切片年糕，把年糕掰成片，锅中添水，水开放年糕，煮软，捞出过凉水。2:用煮年糕的水焯一下肥牛，加1勺料酒去腥，烫至变色立刻捞出。3:调个酱汁，2勺韩式辣酱+2勺生抽+2勺番茄沙司+半勺糖+半勺鸡粉+半碗水，搅拌均匀。能吃辣的可以加一两勺辣椒粉。4:准备半碗辣白菜，汤汁也来点。5:洋葱切丝。6:热锅凉油，油热放洋葱，炒香炒软。7:放辣白菜，炒匀。8:放年糕、肥牛。9:浇上酱汁。10:大火收汁，让年糕裹满酱汁，淋香油，撒一把熟芝麻，炒匀出锅。11:香辣入味，可饭可菜。12:暖乎乎的吃一碗，太过瘾了。,甜辣,炒,热菜,recipe,158,高级,https://i8.meishichina.com/attachment/recipe/2021/12/07/20211207163883784922113812842754.jpg?x-oss-process=style/p800
白萝卜豆腐粉条包子,三刻钟,1:豆腐切厚片。2:炸好的豆腐备用。3:切丁。4:白萝卜洗净，削皮，擦丝。5:淖一下，捞出，挤出多余水分，切一下。6:红薯粉条备用。7:清水泡20分钟，捞出，切一下，如图所示。8:葱切碎。9:白萝卜、油炸豆腐、粉条和葱放入盆中。10:加适量盐、少许老抽、五香粉和味精，浇上一勺热油，拌匀即可。11:面粉中加酵母和温水，搅拌成絮状，醒发两倍大，揉成光滑面团，搓成长条状，切成大小均匀的剂子。12:擀成中间厚四周薄的包子皮。13:包入馅料。14:已包好。15:冷水上笼。16:大火烧开转中火蒸十五分钟，关火焖五分钟。17:已蒸好。18:成品图。19:软软的，掰开香味扑鼻，好吃过瘾！。,五香,蒸,主食,recipe,159,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163879635807168912270318.jpg?x-oss-process=style/p800
早餐一一吐司面包,十分钟,1:2个鸡蛋，搅拌匀。2:电饼铛刷油预热。全程小火。3:倒入蛋液，转动锅，让蛋液布满整个锅。4:吐司放入蛋液中间，翻个面，两面都有蛋液。5:洒黑芝麻。6:翻面，抹番茄酱，沙拉酱。7:放入生菜，关火。两边往里翻。8:把吐司面包翻上去。9:可以切成三角形，即可品尝。,其他,其他,快手菜,recipe,160,简单,https://i8.meishichina.com/attachment/recipe/2021/08/16/202108161629075121058634230225.jpg?x-oss-process=style/p800
小白也能一次成功的酱香肉夹馍，做法太简单了,一小时,1:准备食材。2:五花肉切成块，冷水下锅，加入姜片、葱段和料酒，大火煮开。3:撇去浮沫，捞出葱段和姜片。4:加入黄肖氏酱香烧汁。这款酱汁我真的是爱毁了，别小看这1袋酱料，它可以顶替10多种调料和20多种香辛料，像我们平常炒菜、炖肉，只放它就行，一汁成菜，省去了复杂的调味过程，感觉下厨都变得简单多了，而且做菜时间都比平时省了一半，太适合厨房小白了。5:酱汁一下锅，入味很快，我已经闻到浓浓的酱香味了，看这色泽，比我自己调配的还要好，太适合做肉菜了。然后转小火炖煮40分钟即可。6:40分钟后，五花肉已经软软糯糯了，偷偷尝一口，咸鲜醇厚，肥而不腻，超入味，超正宗。不得不说，这款黄肖氏酱香烧汁，真的是厨房必备的调味神器，真正的一汁成菜。7:装盘盛出。8:醒好的面团，分成小剂子，整形压扁，烙至两面金黄。9:取几块做好的五花肉，加点尖椒，淋上酱汁，一起剁碎。10:烙好的饼，从中间切开一部分，夹上肉肉，再淋上酱汁，搞定。11:做好的肉夹馍，外酥内软，香味浓郁，一口下去，好吃到爆，味道不输饭店，喜欢的，赶紧试试吧。,酱香,炖,小吃,recipe,161,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163880402173826810525325.JPG?x-oss-process=style/p800
腊肉杂蔬炒饭,廿分钟,1:米饭准备，胡萝卜白菜洗净，腊肉准备。腊肉肥瘦分别切小丁，胡萝卜去皮切小丁，洋葱，白菜切小丁。2:锅中放葱姜蒜花椒油，放肥腊肉小火煸出油脂。3:瘦腊肉煸炒一分钟之后，放胡萝卜和洋葱煸炒两分钟。4:放白菜碎。5:炒至白菜发蔫。6:放入米饭翻炒均匀，撒盐和味精炒匀。7:盛出。,咸香,炒,主食,recipe,162,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/2021120616387983393674629691953.jpg?x-oss-process=style/p800
香菇肉酱面,廿分钟,1:里脊肉切细丁，加盐、料酒、生抽、水淀粉、油拌匀腌制10分钟。2:香菇、洋葱、姜切细丁。3:锅中放油烧至五成热，放入牛肉翻炒变色。4:放入姜末、洋葱炒香。5:放入香菇翻炒，烹入料酒、生抽，放一勺黄豆酱。6:加水烧煮10分钟。7:放入葱花，加盐调味炒匀盛岀。8:锅中放水烧开，放入面条、青菜烧熟。9:面条盛到碗中。10:舀上香菇牛肉酱。,咸鲜,烧,面条,recipe,163,普通,https://i8.meishichina.com/attachment/recipe/2021/12/06/2021120616387919642127928451954.jpg?x-oss-process=style/p800
麻辣藕丁,半小时,1:准备食材：莲藕洗净后刮去外婆桥，准备青红椒各1个。2:莲藕切小丁。3:下煮锅烧水炒烫。4:过凉水。5:调酱汁：加入食盐半勺。6:加入生抽1勺。7:加入香醋1勺。8:加入蚝油1勺。9:加入花椒油1勺。10:加入淀粉1勺。11:加入2勺清水搅拌均匀备用。12:青红椒洗净后切小丁。13:起锅烧油。14:炒香干辣椒段和花椒粒。15:下入莲藕丁翻炒。16:倒入酱汁。17:临出锅时下入青红椒丁翻炒断生。18:翻炒均匀出锅。19:撒上香菜段装饰。20:成品图。,麻辣,炒,热菜,recipe,164,高级,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163879217400815410106890.jpg?x-oss-process=style/p800
金汤酸菜鱼,廿分钟,1:准备食材：草鱼一条，金汤酸菜鱼调味料一袋。将草鱼划上花刀。2:锅内倒适量的油，将青红椒、蒜瓣、姜爆香。3:随后倒入调味包。4:加入生命的源泉煮开。5:将鱼放入锅中盖上锅盖煮10分钟，再放入豆腐黄瓜煮5分钟即可。6:揭开锅盖，香味四溢。7:最后撒上点葱花。,酸咸,煮,热菜,recipe,165,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/2021120616387891390229948692740.JPG?x-oss-process=style/p800
虾皮炒萝卜丝,十分钟,1:备好食材：如图。2:萝卜擦成丝，香葱切成小段，葱白，葱花分开放。3:虾皮备用。4:热锅入油，放入葱白，虾皮小火煸香。5:放入萝卜丝大火翻炒一分钟，加入适量热水，盐焖煮两分钟。6:萝卜丝成透明色时，放入葱花，鸡精调味即可。7:成品图。8:成品图。,清淡,炒,热菜,recipe,166,普通,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163878530708068810885274.JPG?x-oss-process=style/p800
豆腐炒白菜,半小时,1:准备材料。2:第一部，开始煎豆腐至两片偏黄捞出备用。3:锅内留底油，炒萝卜，辣椒肉片片刻。4:倒入白菜一起煸炒。5:调的料汁生抽，醋，盐适量清水拌均匀。6:倒入白菜中，加入葱花。7:大火快速煸炒一分钟。8:出锅装盘。,清淡,烧,热菜,recipe,167,普通,https://i8.meishichina.com/attachment/recipe/2021/12/05/20211205163871177458726910454906.JPG?x-oss-process=style/p800
早餐面包奶油卷，用料简单，松软可口,一小时,1:除黄油外所有材料加入面盆。2:搅成絮状。3:揉成面团后加入黄油，揉至可以拉出厚膜。4:收圆，发酵至两倍大。5:取出揉去空气。6:均匀分成六份。7:分别揉圆，加盖静置10分钟。8:擀成厚片，向中间约三分之一处折叠。9:再将对面的三分之一面片折起。10:加盖静置10分钟。11:将一端搓细。12:擀成约23厘米长的厚片。13:从宽端卷起。14:二次发酵半小时。15:刷鸡蛋液。16:180度预热，上下火，中层，烤制15分钟。,原味,烤,烘焙,recipe,168,普通,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163878270021141268590.jpg?x-oss-process=style/p800
煎蛋荞麦汤面,半小时,1:一袋荞麦面准备就绪。2:鸡蛋提前煎好，葱洗净备用。3:油鸡纵准备就绪。4:汤锅入水放入面条搅动一下。5:盖上盖子煮三开即可。6:碗中入酱油，醋，盐，葱花，鸡纵油。7:面条煮沸关火。8:底料中盛入面条汤搅拌均匀。9:盛入面条，码入鸡蛋和油鸡就可以享用啦。10:成品图。,咸鲜,煮,面条,recipe,169,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163878010302681610667631.JPG?x-oss-process=style/p800
香橙苹果红枣茶,半小时,1:姜，枸杞，红枣和红糖准备就绪。2:香橙洗净切块装盘。3:一个苹果洗净备用。4:苹果切块，红枣改刀。5:汤锅入水煮沸放入姜，红枣，香橙后苹果。6:盖上盖子中火煮沸。7:放入红糖和枸杞一起煮。8:煮十分钟，喜欢甜口的朋友可以加入冰糖，根据自己口味调整。9:家常汤品，请您品鉴。10:成品图。11:成品图。,原味,煮,饮品,recipe,170,简单,https://i8.meishichina.com/attachment/recipe/2021/12/06/20211206163877942944617810667631.JPG?x-oss-process=style/p800
咸香小汤圆,半小时,1:盘内加入糯米粉。2:加入沸水搅拌一下，水可以预留一部分以备后续调节。3:把糯米粉揉成光滑面团。4:把面团搓长，切成小剂子。5:然后全部揉圆。6:准备好煮汤圆的配菜。7:锅内加入适量食用油。8:先加入腊肠翻炒。9:再加入胡萝卜和菠菜头。10:加入虾干翻炒。11:加入适量的沸水。12:水大开后加入汤圆。13:煮至汤圆飘起来之后，加入一勺食盐。14:加入菠菜叶。15:菠菜叶煮变色后加入一勺味达美味极鲜酱油。16:搅拌均匀后就可以出锅了。17:非常美味的咸口小汤圆就做好了。18:非常好吃，赶紧试试吧。,咸鲜,煮,小吃,recipe,171,简单,https://i8.meishichina.com/attachment/recipe/2021/12/10/20211210163914967323650812567629.jpg?x-oss-process=style/p800
香辣卤猪脚,数小时,1:猪脚剁块洗干净，表皮 一定要用刀使劲刮几遍。冷水下锅焯一下水，煮到白沫不再明显增加，然后捞起冲洗干净。火不能太大，中火。2:猪脚放进电饭锅中，加入姜片，香叶、八角、花椒、桂皮、草果和干辣椒这些香辛料。3:加入25克盐。4:加入3汤匙生抽。5:加入3汤匙红烧酱油。6:加入2汤匙辣椒酱。7:加入2汤匙豆瓣酱。8:加入1碗老卤水。9:加入15克冰糖。10:加入适量水，要能没过食材。电饭锅煮饭时间（我家锅45分钟）。到时间后不捞起，就在锅里浸泡过夜。这时候可以尝下味道，如果感觉太淡了，可以趁热加点盐，拌匀。11:第二天颜色特别红亮，比前一天晚上刚煮好时颜色深多了。这样更入味了。12:将猪脚捞起做冷盘。卤水过滤一下，留下一碗做老卤水，剩下的可以烧菜或煮粉煮面吃。,香辣,卤,热菜,recipe,172,简单,https://i8.meishichina.com/attachment/recipe/2021/12/10/20211210163914677187615812402485.jpg?x-oss-process=style/p800
玉米山药排骨汤,一小时,1:排骨冷水下锅焯水。2:清洗干净放入砂锅，加入热水开火炖。3:准备玉米山药胡萝卜。4:山药切块用清水泡着防止变色。5:排骨炖了20分钟左右加入玉米胡萝卜继续。6:20分钟左右再加入山药继续20分钟左右。7:加入盐调味即可。,清淡,炖,汤类,recipe,173,简单,https://i8.meishichina.com/attachment/recipe/2021/12/10/2021121016391446440731437708277.jpg?x-oss-process=style/p800
七鲜鸳鸯火锅,三刻钟,1:七鲜的火锅大礼包，包含七鲜新疆风味番茄火锅汤底、七鲜川蜀风味清油麻辣汤底，七鲜麻婆豆腐调味酱以及鱼豆腐、手打牛肉丸各一包。2:再添加些自己喜欢的食材，洗净后切片的切片，切块的切块，肥牛解冻，藕、土豆等会氧化的食材浸泡在清水中。3:排骨洗净加葱姜料酒焯水，捞出冲洗干净，入高压锅大火上气15分钟。4:鸳鸯锅中分别舀入排骨，加入排骨汤，不够的用清水补足。5:一边锅中加入半包番茄汤底，另一边锅中加入半包清油麻辣汤底，分别在两边锅内加入香菇、西红柿、各类丸子，也可以边吃边加，爱吃啥加啥。6:番茄锅香味浓郁，麻辣锅口味纯正，麻辣鲜香。,其他,其他,热菜,recipe,174,简单,https://i8.meishichina.com/attachment/recipe/2021/12/09/2021120916390330515373811417710.jpg?x-oss-process=style/p800
煎马鲛鱼,数小时,1:马鲛鱼解冻，沥干水。2:锅预热，放油。3:放入马鲛鱼块，中火煎四分钟左右。4:翻面，放入葱姜，再煎四分钟左右。5:再翻面，煎至金黄。6:放少许生抽，出锅。,咸鲜,煎,热菜,recipe,175,普通,https://i8.meishichina.com/attachment/recipe/2021/12/10/20211210163909171602122311138610.jpg?x-oss-process=style/p800
