name,食材简介,食用功效,适用人群,禁忌人群,营养价值,类别,图片,label,id
茶叶,茶叶，是著名的世界三大饮料之一，被称为“东方饮料的皇帝”。茶叶中含有咖啡碱、单宁、茶多酚、蛋白质、碳水化合物、游离氨基酸、叶绿素、胡萝卜素、芳香油、酶、维生素A原、维生素B、维生素C、维生素E、维生素P以及无机盐、微量元素等400多种成分。,"1、抑制心血管疾病：茶叶中含有大量的茶多酚成分，对人体的脂肪代谢有着重要的作用，能起到抑制心脑血管疾病的作用。
2、消脂减肥：茶叶中的咖啡碱能提高胃液的分泌量，可以帮助消化，增强分解脂肪的能力。
3、延缓人体衰老：合理饮茶，既可延缓人体内脏器官衰老，也可延缓皮肤老化，从而起到由内至外的防衰效果。 
4、美容护肤：茶叶中含有的茶多酚能将人体内含有的黑色素吸附后再排出体外。
5、消炎抑菌：茶多酚有较强的收敛作用，对伤寒杆菌、金黄色葡萄球菌、痢疾杆菌等有明显的抑制和杀灭作用，有消炎、止泻的疗效。
6、防辐射伤害：茶叶中含有较高的茶多酚、咖啡碱和维生素C，都有防辐射的作用。
7、防癌抗癌：茶叶中的茶多酚，对胃癌、肠癌等多种癌症有一定的预防功效
8、防暑降温：茶汤中的化学成分与口中唾液发生了化学反应，使口腔得以滋润，产生清凉的感觉。
9、预防糖尿病：茶多糖对糖尿病有一定的预防与治疗作用。
10、帮助消化：茶叶中的咖啡碱和儿茶素可改善胃肠功能，有助消化的作为用。
11、防治龋齿：饮茶就如同使用含氟牙膏刷牙，对于龋齿有明显的防治功能。
12、醒脑提神：茶叶中的咖啡碱能促使人体中枢神经兴奋，增强大脑皮质的兴奋性，另外，茶叶有缓解晕车晕船的作用。
13、利尿解乏：茶叶中的咖啡碱可刺激肾脏，促使尿液迅速排出体外，提高肾小球的滤过率，减少有害物质在肾脏中滞留过久。
14、护发明目：茶叶含有一定的茶皂素，具有很好的洗涤效果，可以起到护发作用。",一般人均可食用。,儿童、缺铁性贫血者、神经衰弱、失眠者、动性胃溃疡患者、营养不良的人、泌尿系结石者、肝功能不良者不宜饮用,"茶叶中含有咖啡碱、单宁、茶多酚、蛋白质、碳水化合物、游离氨基酸、叶绿素、胡萝卜素、芳香油、酶、维生素A原、维生素B、维生素C、维生素E、维生素P以及无机盐、微量元素等400多种成分。

",,,material,430
鸡心,鸡心鸡杂之一。色紫红，形呈锥形、质韧，外表附有油脂和筋络，内含污血、须漂洗后才可使用。一般人群均可食用。,"1、养心：鸡心具有保护心脏，保护心肌细胞，预防或是缓解心悸、心率失常等功效。
2、补血益气：鸡心能够益气养血，鸡心适宜肤色没有光华，失去红润、手脚冰冷的人群。
3、镇定神经：鸡心有滋补心脏、镇静神经之功效。",一般人群均可食用。,消化代谢疾病者忌食。,"每100克所含营养元素：
热量172 (千卡)硫胺素0.46 (毫克)钙54 (毫克)蛋白质15.9 (克)核黄素0.26 (毫克)镁11 (毫克)脂肪11.8 (克)烟酸11.5 (毫克)铁4.7 (毫克)碳水化合物0.6 (克)维生素C0 (毫克)锰0.04 (毫克)膳食纤维0 (克)维生素E0 (毫克)锌1.94 (毫克)维生素A910 (微克)胆固醇194 (毫克)铜0.27 (毫克)胡罗卜素0.9 (微克)钾220 (毫克)磷176 (毫克)视黄醇当量70.8 (微克)钠108.4 (毫克)硒4.1 (微克)。",肉禽类,https://i3.meishichina.com/attachment/201512/14/14500800054745.jpg,material,431
蛋黄酱,蛋黄酱（Mayonnaise）是一种调味油，是由食用植物油脂、食醋、果汁、蛋黄、蛋白、食盐、糖、香草料，化学调味料、酸味料等原料组成。一般使用精制色拉油，不使用氢化油。乳化形式为水包油型。,解腻开胃。,一般人群均可食用。,高血压，冠心病，糖尿病，高脂血症等病患者不宜食用。,"蛋黄酱含有丰富的碳水化合物，蛋白质和脂肪等营养成分，蛋黄酱所含的热量在所有沙拉酱中是最高的。专家认为，这主要是由于蛋黄酱的原料一半以上来源于食用油，其次则是蛋黄，另加少许糖、食盐和醋。一汤匙蛋黄酱含热量110千卡，含脂肪12克，比相同分量的巧克力还高。
",调味品,,material,432
奥尔良腌制料,,,,,,,,material,433
烧肉,,,,,,,,material,434
罗非鱼,"罗非鱼俗称：非洲鲫鱼，属种：鲈形目、鲈形亚目、鲡鱼科、罗非鱼属。罗非鱼是一群中小型鱼类，它的外形、个体大小有点类似鲫鱼，鳍条多棘似鳜鱼。罗非鱼属广盐性鱼类，海、淡水中均中生存；罗非鱼对低氧环境具有较强的适应能力，一般栖息在水的底层，通常随水温变化或鱼体大小改变栖息水层。目前我国养殖的主要有尼罗罗非鱼、莫桑比克罗非鱼、奥利亚罗非鱼。罗非鱼的肉味鲜美,肉质细嫩,无论是红烧还是清烹,味道俱佳。","1、促进身体发育：罗非鱼对促进身体发育有很大的好处，它含有多种对人体有益的营养成分，特别是优质蛋白质的含量比较高，另外氨基酸也是罗非鱼中最重要的存在，它们一起被人体吸收以后可以促进人类脑部和身体发育，对提高记忆力和提高身体素质有很大的好处。
2、保护眼睛：罗非鱼鱼肉中含有大量的视黄醇，这种物质可以预防夜盲症也能预防视力下降，能提高视力，也能提高视网膜功能，平时经常食用可以减少多种眼科疾病的发生。
3、调节血压预防高血脂：罗非鱼含有大量的牛磺酸和多种矿物质，这种些物质被人体吸收以后可以软化血管，也能调节血压，更能清除血液中的胆固醇，能有效预防高血脂的发生，是最适合中老年人群食用的保健食材，对预防中老年高发的冠心病和中风有良好的预防作用。",一般人群均可食用。,孕妇和有炎症的人不能吃。,"1、罗非鱼蛋白质含量高，富含人体所需的多种必需氨基酸，其中谷氨酸和甘氨酸含量特别高，必需氨基酸组成平衡且含量丰富，属于优质高蛋白产品。鱼蛋白与肉类蛋白相比更易于人体消化和吸收，摄取的营养会被毫无浪费地充分利用。
2、罗非鱼视黄醇含量高，视黄醇有助于防治夜盲症、视力减退，有助于治疗多种眼疾，维护免疫系统正常功能，祛除老年斑，促进发育，强壮骨骼，维护皮肤、头发、牙齿、牙龈的健康，有抗呼吸系统感染作用。
3、罗非鱼牛磺酸含量高达210-220 mg/100g，牛磺酸可与EPA和DHA媲美，能够有助于降低血液中胆固醇和中性脂肪，调节血压，强化肝功能，促进胰岛素分泌，促进视网膜发育，帮助视力恢复。而畜肉中牛磺酸的含量很低，如牛肉中含量仅为32mg/100g，鸡肉中一点都没有。
4、罗非鱼不饱和脂肪含量丰富罗非鱼肌肉中不饱和脂肪酸含量约为54%～58%，且还含有一定量的DHA和EPA。大量研究表明，DHA、EPA有助于人类大脑和视力发育，有助于维护人类健康并预防心脏病、高血压、高血脂、关节炎、中风、皮肤病等多种疾病。
5、罗非鱼硒含量丰富，硒是心脏代谢不可缺少的元素，具有很强的抗氧化作用，其效果是维生素E的50-100倍，具有较强的抗衰老和抗癌作用。
6、罗非鱼还含有维生素E、硫胺素、核黄素、烟酸与矿物质钾、钠、钙、镁、铁，锰、锌、铜等，是维护正常的生理健康不可缺少的微量元素。",水产品,https://i3.meishichina.com/attachment/201511/30/14488633919780.jpg,material,435
石花菜,石花菜是红藻的一种。它通体透明，犹如胶冻，口感爽利脆嫩，既可拌凉菜，又能制成凉粉。石花菜还是提炼琼脂的主要原料。琼脂又叫洋菜、洋粉、石花胶，是一种重要的植物胶，属于纤维类的食物，可溶于热水中。琼脂可用来制作冷食、果冻或微生物的培养基。,清肺化痰、清热燥湿、滋阴降火、凉血止血、解暑。,一般人皆可食用。特别宜于肠炎、肾盂肾炎、肛周肿瘤、乳腺癌、子宫癌患者食用,脾胃虚寒，肾阳虚者慎食；孕妇不宜多食。,"石花菜含有丰富的矿物质和多种维生素，尤其是它所含的褐藻酸盐类物质具有降压作用，所含的淀粉类的硫酸脂为多糖类物质，具有降脂功能，对高血压、高血脂有一定的防治作用；
经常吃一些“琼脂”制品，它能在肠道中吸收水分，是肠内容物膨胀，增加大便量，刺激肠壁，引起便意；3. 石花菜还具有防暑、解毒、清热等功能。",水产品,,material,436
蛋饺,,,,,,,,material,437
脊骨,猪脊骨指猪的脊椎部位的骨头。脊骨中含有大量骨髓，烹煮时柔软多脂的骨髓就会释出。用于肾虚耳鸣、腰膝酸软、阳痿、遗精、烦热、贫血等。,"1、补钙：猪排中含有大量的磷酸钙、骨胶原、骨粘蛋白等，是补钙的好食材，尤其对于正在长身体的青少年儿童和容易发生骨质疏松的老人十分有益。
2、补血：猪排能够提供血红素和促进铁吸收的半胱氨酸，它们具有很强的补血功效，可以有效应对身体贫血。
3、滋阴补阳：猪排有滋阴壮阳和益精补血的功效，正在备孕期的夫妻可以在饮食中增加一些瘦猪肉，可以增强体质，达到更好的备孕效果。",一般人都可食用。适宜阴虚不足，头晕，贫血，老人燥咳无痰，大便干结，以及营养不良者食用。,湿热痰滞内蕴者、外感病人忌食；肥胖、血脂较高、高血压者慎食。,"猪骨除含蛋白、脂肪、维生素外，还含有大量磷酸钙、骨胶原、骨粘蛋白等，可为幼儿和老人提供钙质。
猪骨有很高的营养价值，具有滋阴壮阳、益精补血的功效。熬汤来放上葱，和一些相应的调味料，煮过后非常美味，也很有营养。",肉禽类,https://i3.meishichina.com/attachment/201512/7/14494788071792.jpg,material,438
老干妈,"陶华碧老干妈牌油制辣椒是贵州的风味食品。几十年来,一直沿用传统工艺精心酿造，具有优雅细腻，香辣突出，回味悠长等特点。老干妈是居家必备,馈赠亲友之良品。","1、促进食欲：老干妈辣味浓，可以促进唾液分泌，促进人的食欲，具有开胃的作用。
2、促进新陈代谢：老干妈中的辣椒含一种辛辣物质，能加快新陈代谢，促进细胞再生，对人体具有保健作用。
3、杀抑寄生虫：老干妈中的辣椒具有刺激的官感，可以杀抑胃腹中的细菌。",一般人群皆可食用。,患有火热病症或阴虚火旺、高血压病、肺结核病、目疾、食管炎、胃肠炎、胃溃疡以及痔疮等患者的人应慎食老干妈。,辣椒酊或辣椒碱，内服可作健胃剂，有促进食欲、改善消化的作用。动物试验（巴索夫胃痿狗）证明，辣椒水的刺激口腔黏膜，反射性地加强胃的运动。用各种辣椒制成的调味品，人口服后，可增加唾液分泌及淀粉酶活性。大剂量口服可产生胃炎、肠炎、腹泻、呕吐等。曾有报告辣椒对离体动物肠管有抑制及解痉作用。,调味品,,material,439
面包粉,面包粉，硬麦制作而成，面筋含量高，一般控制在32.5~34.0%之间。面筋质量好、韧性大、弹性好，吹泡体积大。国外已发展到白面包专用粉、汉堡包专用粉、油炸面包专用粉等。,面包粉具有养心、益肾、除热、止渴之效，主治脏躁、烦热、消渴、泄痢、痈肿、外伤出血及烫伤等。,一般人均可食用。,无,"面粉富含蛋白质、碳水化合物、维生素和钙、铁、磷、钾、镁等矿物质，有养心益肾、健脾厚肠、除热止渴的功效。
",米面豆乳,,material,440
新奥尔良腌料,,,,,,,,material,441
鸡脖,鸡的脖子,"1、强身健体：鸡肉的消化率高，很容易被人体吸收利用，有增强体力、强壮身体的作用。
2、提高免疫力：现代社会中天天忙忙碌碌，常处于亚健康状态的白领最好多吃一些，以增强免疫力，减少患病几率。鸡肉具有温中益气、补精填髓、益五脏、补虚损的功效，用于治疗虚劳瘦弱、中虚食少、泄泻头晕心悸、月经不调、产后乳少、消渴、水肿等症状。
3、补肾精：可缓解由于肾精不足所导致的小便频繁、耳聋、精少精冷等症状。
4、促进智力发育：具有抗氧化和一定的解毒作用。在改善心脑功能、促进儿童智力发育方面，更是有较好的作用。",一般人群均可食用。老人、病人、体弱者更宜食用。,内火偏旺、患有热毒疖肿之人、高血压、高血脂忌饮鸡汤、感冒伴有头痛、乏力、发热的人忌食鸡肉、鸡汤。尿毒症患者，应该禁食。,"1、富含维生素E，维E具有提高生育能力，改善血液循环。
2、富含蛋白质，具有维持钾钠平衡;消除水肿。提高免疫力。缓冲贫血，有利于生长发育。
3、富含钠，调节渗透压，维持酸碱平衡。增强神经肌肉兴奋性。
4、富含脂肪，维持体温和保护内脏;提供必需脂肪酸;促进这些脂溶性维生素的吸收;增加饱腹感。",肉禽类,https://i3.meishichina.com/attachment/201603/14/14579490882679.jpg,material,442
咸菜,,,,,,,,material,443
猪筒骨,猪筒骨一般是指猪后腿的腿骨，骨头比较粗大，中间有洞，可以容纳骨髓。猪筒骨两头大，中间小，骨中的骨髓含有很多骨胶原。,"1、增强体质：猪筒骨中含有较高的蛋白质、微量元素和维生素,能增强体质。
2、养颜：猪筒骨中含有丰富的骨胶原,能够改善皮肤,增加弹性。
3、改善骨质疏松：猪筒骨中丰富的骨胶原蛋白,是软骨组织的有机成分,能改善骨质疏松。",一般人群均可食用猪筒骨，平和、气虚体质适宜食用。更适宜中老年人、青少年食用猪筒骨。,骨折初期、感冒发热期间不宜食用猪筒骨；湿热体质者少食或慎食；急性肠道炎感染者忌食猪筒骨。,"猪骨除含蛋白质、脂肪、维生素外,还含有大量磷酸钙、骨胶原、骨黏蛋白等。骨头汤中含有的胶原蛋白,能增强人体制造血细胞的能力。所以对于中老年人来说,喝些骨头汤加以调理,可以减缓骨骼老化;同样,骨头汤也能有利于青少年的骨骼生长。
",肉禽类,,material,444
